timestamp,src_ip,dst_ip,direction,protocol,src_port,dst_port,length
"('2025-03-22T04:07:38.704932',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,74
"('2025-03-22T04:07:38.708924',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.712176',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.718186',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.724493',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.728214',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,221
"('2025-03-22T04:07:38.730330',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.733235',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.736680',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.740687',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.745581',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.748581',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.751970',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.759013',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.763486',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.768998',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.773127',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.776124',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.779643',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.782644',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,550
"('2025-03-22T04:07:38.787375',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1285
"('2025-03-22T04:07:38.792081',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.795696',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.798696',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.803864',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.806864',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,74
"('2025-03-22T04:07:38.809870',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:38.813874',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:38.815870',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.820350',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.823356',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.826634',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.829900',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.834414',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.837646',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.841502',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.846826',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:38.851367',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.855701',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.858353',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.861523',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.864606',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.867831',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.870832',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.875375',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,76
"('2025-03-22T04:07:38.879446',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.883454',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.885457',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.890067',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.895404',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.900918',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.904354',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.906537',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.910503',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.913155',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.915166',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.917162',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.919672',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.923309',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.927328',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.929840',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.931837',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.932839',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.935350',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.937355',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.940885',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.943885',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.945884',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.949281',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.951281',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:38.953281',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:38.955282',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:38.957765',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.960776',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.962779',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.964780',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.966777',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.968777',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.970778',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.973321',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.975755',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.978024',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,695
"('2025-03-22T04:07:38.979530',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1285
"('2025-03-22T04:07:38.981006',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.983779',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.985783',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.989791',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.992695',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.994143',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.995274',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:38.998023',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.000647',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.002658',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.005459',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.008110',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.012915',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.015545',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.018675',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.022040',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.024950',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,80
"('2025-03-22T04:07:39.026957',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.028933',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.031671',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.036613',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.040498',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.042837',)",20.189.173.14,192.168.0.64,-512,TCP,443,54656,54
"('2025-03-22T04:07:39.045337',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,76
"('2025-03-22T04:07:39.047669',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.050217',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.053140',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.056493',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.060012',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.063752',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.066326',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.068832',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.070842',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.073843',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.075848',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.077845',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.081842',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.083842',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.086845',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.089841',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.092843',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.095183',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.098814',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.101237',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.103612',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.105612',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.107018',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.110740',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.113745',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.115745',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.117745',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.119155',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.122059',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.124644',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.126649',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.129458',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.130922',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.133442',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.145576',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.149831',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.152925',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.156145',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.159660',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.162659',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.165507',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.169019',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.173414',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.178843',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.181843',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.184842',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.188908',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.193641',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.197641',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.200640',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.203639',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.205640',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.209009',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.211014',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.213014',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.215016',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.218014',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.223175',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.226659',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.229946',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.231962',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.234468',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.237476',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.238986',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.241505',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.243505',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.245506',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.247503',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.250576',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.252577',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.255576',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.258578',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.260575',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.262851',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.266344',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.268860',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.271867',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.273865',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.275866',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.277867',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.279869',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.283361',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.286360',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.288952',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.290960',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.293959',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.296960',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.300967',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.303967',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.307034',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.310544',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.314979',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.318803',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.321967',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,80
"('2025-03-22T04:07:39.324561',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.328560',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.331854',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.335396',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.340570',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.344554',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.348554',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.350560',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.354168',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.356175',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.358769',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.361775',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.364773',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.366776',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.368775',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.371780',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.375782',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.378780',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.380783',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.382785',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.384785',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.386786',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.391790',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.394785',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.396785',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.399785',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.401784',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.405785',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.409680',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.413681',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.415678',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.417681',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.420679',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.423679',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.428676',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.432171',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.434258',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.437846',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.441842',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.445851',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.447850',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.449849',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.453589',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.456599',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.461891',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.463897',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.465896',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.468898',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.470896',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.472897',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.474899',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.476895',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.478898',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.480897',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.482898',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.486359',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.490874',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.493875',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.495243',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.499978',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.501986',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.504985',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.506984',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.508984',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.510988',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.513990',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.516988',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.519990',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.521988',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.523988',)",192.168.0.64,142.251.42.202,-512,UDP,55477,443,75
"('2025-03-22T04:07:39.525988',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.527988',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
"('2025-03-22T04:07:39.530988',)",142.251.42.202,192.168.0.64,-512,UDP,443,55477,1292
