timestamp,src_ip,dst_ip,direction,protocol,src_port,dst_port,length
"('2025-03-22T04:07:22.789001',)",192.168.0.64,172.217.25.170,-512,UDP,51408,443,71
"('2025-03-22T04:07:22.844357',)",172.217.25.170,192.168.0.64,-512,UDP,443,51408,67
"('2025-03-22T04:07:23.567918',)",192.168.0.64,185.199.108.153,-512,TCP,55067,443,66
"('2025-03-22T04:07:23.592129',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,66
"('2025-03-22T04:07:23.597137',)",192.168.0.64,185.199.108.153,-512,TCP,55067,443,54
"('2025-03-22T04:07:23.607649',)",192.168.0.64,185.199.108.153,-512,TCP,55067,443,571
"('2025-03-22T04:07:23.612656',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,54
"('2025-03-22T04:07:23.626169',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,1510
"('2025-03-22T04:07:23.630571',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,1510
"('2025-03-22T04:07:23.635360',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,1510
"('2025-03-22T04:07:23.640379',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,1115
"('2025-03-22T04:07:23.643542',)",192.168.0.64,185.199.108.153,-512,TCP,55067,443,54
"('2025-03-22T04:07:23.647548',)",192.168.0.64,185.199.108.153,-512,TCP,55067,443,118
"('2025-03-22T04:07:23.658710',)",192.168.0.64,185.199.108.153,-512,TCP,55067,443,298
"('2025-03-22T04:07:23.662973',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,54
"('2025-03-22T04:07:23.664975',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,54
"('2025-03-22T04:07:23.667970',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,865
"('2025-03-22T04:07:23.670477',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,1510
"('2025-03-22T04:07:23.672487',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,1510
"('2025-03-22T04:07:23.675490',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,1510
"('2025-03-22T04:07:23.678999',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,1510
"('2025-03-22T04:07:23.681007',)",192.168.0.64,185.199.108.153,-512,TCP,55067,443,54
"('2025-03-22T04:07:23.685008',)",192.168.0.64,172.217.25.170,-512,UDP,51408,443,71
"('2025-03-22T04:07:23.689005',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,1510
"('2025-03-22T04:07:23.692043',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,1510
"('2025-03-22T04:07:23.696041',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,1510
"('2025-03-22T04:07:23.698929',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,282
"('2025-03-22T04:07:23.702716',)",192.168.0.64,185.199.108.153,-512,TCP,55067,443,54
"('2025-03-22T04:07:23.705721',)",192.168.0.64,185.199.108.153,-512,TCP,55067,443,54
"('2025-03-22T04:07:23.711104',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,54
"('2025-03-22T04:07:23.714568',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,78
"('2025-03-22T04:07:23.717984',)",192.168.0.64,185.199.108.153,-512,TCP,55067,443,54
"('2025-03-22T04:07:23.720999',)",185.199.108.153,192.168.0.64,-512,TCP,443,55067,54
"('2025-03-22T04:07:23.724737',)",192.168.0.64,185.199.108.153,-512,TCP,55069,443,66
"('2025-03-22T04:07:23.727269',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,66
"('2025-03-22T04:07:23.730165',)",192.168.0.64,185.199.108.153,-512,TCP,55069,443,54
"('2025-03-22T04:07:23.733173',)",192.168.0.64,185.199.108.153,-512,TCP,55069,443,571
"('2025-03-22T04:07:23.736173',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,54
"('2025-03-22T04:07:23.738678',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,1510
"('2025-03-22T04:07:23.742691',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,1510
"('2025-03-22T04:07:23.744841',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,1510
"('2025-03-22T04:07:23.747836',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,1115
"('2025-03-22T04:07:23.751626',)",192.168.0.64,185.199.108.153,-512,TCP,55069,443,54
"('2025-03-22T04:07:23.754170',)",192.168.0.64,185.199.108.153,-512,TCP,55069,443,118
"('2025-03-22T04:07:23.756169',)",192.168.0.64,185.199.108.153,-512,TCP,55069,443,298
"('2025-03-22T04:07:23.759619',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,54
"('2025-03-22T04:07:23.763125',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,54
"('2025-03-22T04:07:23.766132',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,1510
"('2025-03-22T04:07:23.769646',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,1510
"('2025-03-22T04:07:23.772755',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,1510
"('2025-03-22T04:07:23.774758',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,1510
"('2025-03-22T04:07:23.776755',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,1510
"('2025-03-22T04:07:23.780267',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,1510
"('2025-03-22T04:07:23.783270',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,1510
"('2025-03-22T04:07:23.793561',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,1093
"('2025-03-22T04:07:23.797970',)",192.168.0.64,185.199.108.153,-512,TCP,55069,443,54
"('2025-03-22T04:07:23.803137',)",192.168.0.64,185.199.108.153,-512,TCP,55069,443,54
"('2025-03-22T04:07:23.808807',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,54
"('2025-03-22T04:07:23.815209',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,78
"('2025-03-22T04:07:23.819389',)",185.199.108.153,192.168.0.64,-512,TCP,443,55069,54
"('2025-03-22T04:07:23.823777',)",172.217.25.170,192.168.0.64,-512,UDP,443,51408,67
"('2025-03-22T04:07:23.827291',)",192.168.0.64,185.199.108.153,-512,TCP,55069,443,54
"('2025-03-22T04:07:25.308968',)",192.168.0.64,172.217.25.170,-512,UDP,51408,443,71
"('2025-03-22T04:07:25.358121',)",172.217.25.170,192.168.0.64,-512,UDP,443,51408,67
"('2025-03-22T04:07:25.620742',)",192.168.0.64,210.220.163.82,-512,UDP,63343,53,79
"('2025-03-22T04:07:25.623742',)",192.168.0.64,210.220.163.82,-512,UDP,61887,53,79
"('2025-03-22T04:07:25.631103',)",192.168.0.64,210.220.163.82,-512,UDP,51073,53,79
"('2025-03-22T04:07:25.634108',)",192.168.0.64,210.220.163.82,-512,UDP,64697,53,79
"('2025-03-22T04:07:25.640113',)",210.220.163.82,192.168.0.64,-512,UDP,53,61887,153
"('2025-03-22T04:07:25.643625',)",210.220.163.82,192.168.0.64,-512,UDP,53,51073,95
"('2025-03-22T04:07:25.647017',)",210.220.163.82,192.168.0.64,-512,UDP,53,63343,119
"('2025-03-22T04:07:25.650019',)",210.220.163.82,192.168.0.64,-512,UDP,53,64697,129
"('2025-03-22T04:07:25.652015',)",192.168.0.64,142.250.207.110,-512,TCP,55076,80,66
"('2025-03-22T04:07:25.655018',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,66
"('2025-03-22T04:07:25.701023',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,66
"('2025-03-22T04:07:25.703396',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,54
"('2025-03-22T04:07:25.705988',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,1466
"('2025-03-22T04:07:25.707096',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,371
"('2025-03-22T04:07:25.715358',)",142.250.207.110,192.168.0.64,-512,TCP,80,55076,66
"('2025-03-22T04:07:25.717522',)",192.168.0.64,142.250.207.110,-512,TCP,55076,80,54
"('2025-03-22T04:07:25.719026',)",192.168.0.64,142.250.207.110,-512,TCP,55076,80,473
"('2025-03-22T04:07:25.764863',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,66
"('2025-03-22T04:07:25.767865',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,54
"('2025-03-22T04:07:25.769867',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,1466
"('2025-03-22T04:07:25.770886',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,1466
"('2025-03-22T04:07:25.772865',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,1318
"('2025-03-22T04:07:25.773885',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,54
"('2025-03-22T04:07:25.775865',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,128
"('2025-03-22T04:07:25.777865',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,146
"('2025-03-22T04:07:25.779870',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,412
"('2025-03-22T04:07:25.781869',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,86
"('2025-03-22T04:07:25.793907',)",142.250.207.110,192.168.0.64,-512,TCP,80,55076,54
"('2025-03-22T04:07:25.803710',)",192.168.0.64,210.220.163.82,-512,UDP,58513,53,74
"('2025-03-22T04:07:25.805769',)",192.168.0.64,210.220.163.82,-512,UDP,54888,53,74
"('2025-03-22T04:07:25.809656',)",210.220.163.82,192.168.0.64,-512,UDP,53,58513,90
"('2025-03-22T04:07:25.813657',)",210.220.163.82,192.168.0.64,-512,UDP,53,54888,99
"('2025-03-22T04:07:25.815656',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,1292
"('2025-03-22T04:07:25.817656',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,1292
"('2025-03-22T04:07:25.818677',)",192.168.0.64,172.217.175.68,-512,TCP,55081,443,66
"('2025-03-22T04:07:25.831775',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,1022
"('2025-03-22T04:07:25.833822',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,85
"('2025-03-22T04:07:25.835790',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,54
"('2025-03-22T04:07:25.837782',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,85
"('2025-03-22T04:07:25.842961',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,1377
"('2025-03-22T04:07:25.845968',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,332
"('2025-03-22T04:07:25.848966',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,54
"('2025-03-22T04:07:25.851963',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,335
"('2025-03-22T04:07:25.853964',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,85
"('2025-03-22T04:07:25.855963',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,93
"('2025-03-22T04:07:25.857074',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,54
"('2025-03-22T04:07:25.858963',)",172.217.175.68,192.168.0.64,-512,TCP,443,55081,66
"('2025-03-22T04:07:25.860961',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,82
"('2025-03-22T04:07:25.861999',)",192.168.0.64,172.217.175.68,-512,TCP,55081,443,54
"('2025-03-22T04:07:25.863960',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:25.865965',)",192.168.0.64,172.217.175.68,-512,TCP,55081,443,1466
"('2025-03-22T04:07:25.866966',)",192.168.0.64,172.217.175.68,-512,TCP,55081,443,366
"('2025-03-22T04:07:25.869120',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,93
"('2025-03-22T04:07:25.871143',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:25.872145',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:25.874690',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,1292
"('2025-03-22T04:07:25.876681',)",142.250.207.110,192.168.0.64,-512,TCP,80,55076,1191
"('2025-03-22T04:07:25.879679',)",142.250.207.110,192.168.0.64,-512,TCP,80,55076,74
"('2025-03-22T04:07:25.881678',)",192.168.0.64,142.250.207.110,-512,TCP,55076,80,54
"('2025-03-22T04:07:25.882769',)",192.168.0.64,142.250.207.110,-512,TCP,55076,80,54
"('2025-03-22T04:07:25.884678',)",192.168.0.64,172.217.175.68,-512,TCP,55081,443,54
"('2025-03-22T04:07:25.885683',)",192.168.0.64,172.217.175.68,-512,TCP,55082,443,66
"('2025-03-22T04:07:25.887683',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,54
"('2025-03-22T04:07:25.889683',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,79
"('2025-03-22T04:07:25.891689',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:25.894681',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:25.896680',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:25.898681',)",172.217.175.68,192.168.0.64,-512,TCP,443,55081,66
"('2025-03-22T04:07:25.900680',)",172.217.175.68,192.168.0.64,-512,TCP,443,55081,54
"('2025-03-22T04:07:25.902681',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,81
"('2025-03-22T04:07:25.904753',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,82
"('2025-03-22T04:07:25.906680',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,860
"('2025-03-22T04:07:25.907766',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,82
"('2025-03-22T04:07:25.909681',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,125
"('2025-03-22T04:07:25.910679',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,114
"('2025-03-22T04:07:25.912695',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,54
"('2025-03-22T04:07:25.914681',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,910
"('2025-03-22T04:07:25.915678',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,54
"('2025-03-22T04:07:25.917678',)",172.217.175.68,192.168.0.64,-512,TCP,443,55082,66
"('2025-03-22T04:07:25.919683',)",192.168.0.64,172.217.175.68,-512,TCP,55082,443,54
"('2025-03-22T04:07:25.920684',)",192.168.0.64,172.217.175.68,-512,TCP,55082,443,1466
"('2025-03-22T04:07:25.922684',)",192.168.0.64,172.217.175.68,-512,TCP,55082,443,366
"('2025-03-22T04:07:25.924683',)",172.217.175.68,192.168.0.64,-512,TCP,443,55081,54
"('2025-03-22T04:07:25.925684',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:25.928195',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,152
"('2025-03-22T04:07:25.930307',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,204
"('2025-03-22T04:07:25.931289',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,1001
"('2025-03-22T04:07:25.933302',)",172.217.175.68,192.168.0.64,-512,TCP,443,55081,1466
"('2025-03-22T04:07:25.934228',)",172.217.175.68,192.168.0.64,-512,TCP,443,55081,1466
"('2025-03-22T04:07:25.936199',)",192.168.0.64,172.217.175.68,-512,TCP,55081,443,54
"('2025-03-22T04:07:25.937196',)",172.217.175.68,192.168.0.64,-512,TCP,443,55081,1466
"('2025-03-22T04:07:25.939752',)",172.217.175.68,192.168.0.64,-512,TCP,443,55081,1169
"('2025-03-22T04:07:25.940836',)",172.217.175.68,192.168.0.64,-512,TCP,443,55081,54
"('2025-03-22T04:07:25.942804',)",142.250.157.84,192.168.0.64,-512,TCP,443,55077,54
"('2025-03-22T04:07:25.943761',)",192.168.0.64,142.250.157.84,-512,TCP,55077,443,54
"('2025-03-22T04:07:25.947057',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,984
"('2025-03-22T04:07:25.949140',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,173
"('2025-03-22T04:07:25.951067',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,76
"('2025-03-22T04:07:25.953054',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,75
"('2025-03-22T04:07:25.954146',)",142.250.207.110,192.168.0.64,-512,TCP,80,55076,54
"('2025-03-22T04:07:25.956178',)",172.217.175.68,192.168.0.64,-512,TCP,443,55082,66
"('2025-03-22T04:07:25.957166',)",192.168.0.64,142.250.207.110,-512,TCP,55076,80,54
"('2025-03-22T04:07:25.960766',)",172.217.175.68,192.168.0.64,-512,TCP,443,55082,54
"('2025-03-22T04:07:25.962773',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,67
"('2025-03-22T04:07:25.964798',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,69
"('2025-03-22T04:07:25.990725',)",172.217.175.68,192.168.0.64,-512,TCP,443,55082,1466
"('2025-03-22T04:07:25.994728',)",172.217.175.68,192.168.0.64,-512,TCP,443,55082,1466
"('2025-03-22T04:07:25.998736',)",172.217.175.68,192.168.0.64,-512,TCP,443,55082,1466
"('2025-03-22T04:07:26.003132',)",172.217.175.68,192.168.0.64,-512,TCP,443,55082,1170
"('2025-03-22T04:07:26.007129',)",192.168.0.64,172.217.175.68,-512,TCP,55082,443,54
"('2025-03-22T04:07:26.009129',)",192.168.0.64,172.217.175.68,-512,TCP,55082,443,128
"('2025-03-22T04:07:26.053143',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1288
"('2025-03-22T04:07:26.058137',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.062149',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.064144',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.067148',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1008
"('2025-03-22T04:07:26.070161',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,175
"('2025-03-22T04:07:26.072156',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,77
"('2025-03-22T04:07:26.074609',)",172.217.175.68,192.168.0.64,-512,TCP,443,55082,54
"('2025-03-22T04:07:26.077661',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.080665',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.090689',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1287
"('2025-03-22T04:07:26.093742',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.096660',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.098667',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.101462',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.103617',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.105278',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.106964',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.107976',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.107976',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.111866',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.113887',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.114959',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.117868',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.119865',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.121864',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,507
"('2025-03-22T04:07:26.122862',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.124861',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.126860',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.129875',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.130876',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.132876',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1285
"('2025-03-22T04:07:26.133876',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.135877',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.137876',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.139881',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.140881',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.142880',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.144888',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.146880',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.147887',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,883
"('2025-03-22T04:07:26.149886',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,1292
"('2025-03-22T04:07:26.150892',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,910
"('2025-03-22T04:07:26.152886',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,103
"('2025-03-22T04:07:26.155885',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.157885',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.159890',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.162890',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.164890',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.166893',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.169892',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,236
"('2025-03-22T04:07:26.171890',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.173892',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.175889',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.177889',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,137
"('2025-03-22T04:07:26.178890',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.181894',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.182896',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.184894',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.186895',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.188897',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.191900',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.194898',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.197896',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.200899',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.203897',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.204916',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.206917',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.208896',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.209985',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.211895',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.213897',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.216899',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.218897',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.219899',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.221900',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,73
"('2025-03-22T04:07:26.223928',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.224929',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.226930',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.228446',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.231011',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,74
"('2025-03-22T04:07:26.232013',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,74
"('2025-03-22T04:07:26.234011',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.235012',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1292
"('2025-03-22T04:07:26.236010',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,806
"('2025-03-22T04:07:26.276799',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,74
"('2025-03-22T04:07:26.280798',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,1288
"('2025-03-22T04:07:26.282803',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,78
"('2025-03-22T04:07:26.286961',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,782
"('2025-03-22T04:07:26.289960',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,66
"('2025-03-22T04:07:26.292961',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,71
"('2025-03-22T04:07:26.296960',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,74
"('2025-03-22T04:07:26.300970',)",172.217.175.68,192.168.0.64,-512,UDP,443,63286,613
"('2025-03-22T04:07:26.303970',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,1279
"('2025-03-22T04:07:26.306970',)",192.168.0.64,210.220.163.82,-512,UDP,50308,53,75
"('2025-03-22T04:07:26.308969',)",192.168.0.64,210.220.163.82,-512,UDP,58164,53,75
"('2025-03-22T04:07:26.312063',)",192.168.0.64,172.217.175.68,-512,UDP,63286,443,164
"('2025-03-22T04:07:26.314971',)",210.220.163.82,192.168.0.64,-512,UDP,53,50308,91
"('2025-03-22T04:07:26.317000',)",210.220.163.82,192.168.0.64,-512,UDP,53,58164,132
"('2025-03-22T04:07:26.318970',)",192.168.0.64,172.217.26.227,-512,TCP,55084,443,66
"('2025-03-22T04:07:26.320006',)",192.168.0.64,172.217.26.227,-512,TCP,55085,443,66
"('2025-03-22T04:07:26.321967',)",192.168.0.64,172.217.26.227,-512,TCP,55086,443,66
